date,MKPRU
23-Oct-2020,12990.25
24-Oct-2020,12944.52
25-Oct-2020,13128.46
26-Oct-2020,13036.77
27-Oct-2020,13076.37
28-Oct-2020,13651.47
29-Oct-2020,13289
30-Oct-2020,13458.66
31-Oct-2020,13564.72
01-Nov-2020,13810.32
02-Nov-2020,13758.88
03-Nov-2020,13575.17
04-Nov-2020,14023.31
05-Nov-2020,14155.59
06-Nov-2020,15591.39
07-Nov-2020,15595.77
08-Nov-2020,14839.84
09-Nov-2020,15490.6
10-Nov-2020,15328.53
11-Nov-2020,15317.04
12-Nov-2020,15708.65
13-Nov-2020,16295.57
14-Nov-2020,16339.33
15-Nov-2020,16091.07
16-Nov-2020,15968.16
17-Nov-2020,16725.15
18-Nov-2020,17679.72
19-Nov-2020,17798.45
20-Nov-2020,17820.57
21-Nov-2020,18687.45
22-Nov-2020,18699.75
23-Nov-2020,18422.28
24-Nov-2020,18398.91
25-Nov-2020,19172.52
26-Nov-2020,18739.8
27-Nov-2020,17151.44
28-Nov-2020,17138.87
29-Nov-2020,17732.42
30-Nov-2020,18191.6
01-Dec-2020,19709.73
02-Dec-2020,18792.52
03-Dec-2020,19226.97
04-Dec-2020,19454.54
05-Dec-2020,18670.49
06-Dec-2020,19155.06
07-Dec-2020,19377.66
08-Dec-2020,19181.41
09-Dec-2020,18318.87
10-Dec-2020,18554.15
11-Dec-2020,18247.76
12-Dec-2020,18029.36
13-Dec-2020,18803.44
14-Dec-2020,19164.48
15-Dec-2020,19276.59
16-Dec-2020,19439.75
17-Dec-2020,21379.48
18-Dec-2020,22847.46
19-Dec-2020,23150.79
20-Dec-2020,23869.92
21-Dec-2020,23490.58
22-Dec-2020,22745.48
23-Dec-2020,23824.99
24-Dec-2020,23253.37
25-Dec-2020,23715.53
26-Dec-2020,24693.58
27-Dec-2020,26443.21
28-Dec-2020,26246.58
29-Dec-2020,27036.69
30-Dec-2020,27376.37
31-Dec-2020,28856.59
01-Jan-2021,28982.56
02-Jan-2021,29393.75
03-Jan-2021,32195.46
04-Jan-2021,33000.78
05-Jan-2021,32035.03
06-Jan-2021,34046.67
07-Jan-2021,36860.41
08-Jan-2021,39486.04
09-Jan-2021,40670.25
10-Jan-2021,40240.72
11-Jan-2021,38240.09
12-Jan-2021,35544.94
13-Jan-2021,34011.82
14-Jan-2021,37393.13
15-Jan-2021,39158.47
16-Jan-2021,36828.52
17-Jan-2021,36065.2
18-Jan-2021,35793.01
19-Jan-2021,36632.35
20-Jan-2021,36020.13
21-Jan-2021,35538.98
22-Jan-2021,30797.88
23-Jan-2021,33002.38
24-Jan-2021,32099.74
25-Jan-2021,32276.84
26-Jan-2021,32243.26
27-Jan-2021,32541.8
28-Jan-2021,30419.17
29-Jan-2021,33403.17
30-Jan-2021,34314.26
31-Jan-2021,34318.1
01-Feb-2021,33136.46
02-Feb-2021,33522.9
03-Feb-2021,35529.66
04-Feb-2021,37676.25
05-Feb-2021,37002.09
06-Feb-2021,38278.61
07-Feb-2021,39323.26
08-Feb-2021,38928.1
09-Feb-2021,46364.3
10-Feb-2021,46589.58
11-Feb-2021,44878.17
12-Feb-2021,48013.38
13-Feb-2021,47471.4
14-Feb-2021,47185.19
15-Feb-2021,48720.37
16-Feb-2021,47951.85
17-Feb-2021,49160.1
18-Feb-2021,52118.23
19-Feb-2021,51608.15
20-Feb-2021,55916.5
21-Feb-2021,56001.2
22-Feb-2021,57487.86
23-Feb-2021,54123.4
24-Feb-2021,48880.43
25-Feb-2021,50624.84
26-Feb-2021,46800.42
27-Feb-2021,46340.31
28-Feb-2021,46155.87
01-Mar-2021,45113.92
02-Mar-2021,49618.43
03-Mar-2021,48356.04
04-Mar-2021,50477.7
05-Mar-2021,48448.91
06-Mar-2021,48861.38
07-Mar-2021,48881.59
08-Mar-2021,51169.7
09-Mar-2021,52299.33
10-Mar-2021,54881.52
11-Mar-2021,55997.23
12-Mar-2021,57764
13-Mar-2021,57253.28
14-Mar-2021,61258.73
15-Mar-2021,59133.47
16-Mar-2021,55754.72
17-Mar-2021,56872.38
18-Mar-2021,58913
19-Mar-2021,57665.9
20-Mar-2021,58075.1
21-Mar-2021,58085.8
22-Mar-2021,57411.17
23-Mar-2021,54204.96
24-Mar-2021,54477.46
25-Mar-2021,52508.23
26-Mar-2021,51415.92
27-Mar-2021,55074.47
28-Mar-2021,55863.93
29-Mar-2021,55783.71
30-Mar-2021,57627.67
31-Mar-2021,58730.13
01-Apr-2021,58735.25
02-Apr-2021,58736.92
03-Apr-2021,59031.32
04-Apr-2021,57076.49
05-Apr-2021,58206.55
06-Apr-2021,59054.1
07-Apr-2021,58020.46
08-Apr-2021,55947.27
09-Apr-2021,58048.59
10-Apr-2021,58102.58
11-Apr-2021,59774
12-Apr-2021,59964.87
13-Apr-2021,59834.74
14-Apr-2021,63554.44
15-Apr-2021,62969.12
16-Apr-2021,63252.63
17-Apr-2021,61455.98
18-Apr-2021,60087.09
19-Apr-2021,56251.48
20-Apr-2021,55703.14
21-Apr-2021,56507.91
22-Apr-2021,53808.8
23-Apr-2021,51731.71
24-Apr-2021,51153.13
25-Apr-2021,50110.53
26-Apr-2021,49075.58
27-Apr-2021,54056.64
28-Apr-2021,55071.46
29-Apr-2021,54884.1
30-Apr-2021,53584.15
01-May-2021,57796.62
02-May-2021,57857.5
03-May-2021,56610.46
04-May-2021,57213.33
05-May-2021,53241.72
06-May-2021,57473.23
07-May-2021,56428.16
08-May-2021,57380.27
09-May-2021,58928.81
10-May-2021,58280.73
11-May-2021,55883.5
12-May-2021,56750
13-May-2021,49007.09
14-May-2021,49702.27
15-May-2021,49922.52
16-May-2021,46736.58
17-May-2021,46441.64
18-May-2021,43596.24
19-May-2021,42912.19
20-May-2021,36964.27
21-May-2021,40784.32
22-May-2021,37280.35
23-May-2021,37528.3
24-May-2021,34754.54
25-May-2021,38728.59
26-May-2021,38410.5
27-May-2021,39266.04
28-May-2021,38445.29
29-May-2021,35689.62
30-May-2021,34647.67
31-May-2021,35684.59
01-Jun-2021,37310.54
02-Jun-2021,36662.64
03-Jun-2021,37585.24
04-Jun-2021,39188.59
05-Jun-2021,36885.51
06-Jun-2021,35530.38
07-Jun-2021,35816.17
08-Jun-2021,33514.87
09-Jun-2021,33450.19
10-Jun-2021,37338.36
11-Jun-2021,36704.57
12-Jun-2021,37313.18
13-Jun-2021,35494.9
14-Jun-2021,39066.82
15-Jun-2021,40525.8
16-Jun-2021,40188.56
17-Jun-2021,38324.87
18-Jun-2021,38068.04
19-Jun-2021,35729.82
20-Jun-2021,35524.17
21-Jun-2021,35592.35
22-Jun-2021,31686.55
23-Jun-2021,32447.59
24-Jun-2021,33674.66
25-Jun-2021,34639.38
26-Jun-2021,31640.58
27-Jun-2021,32160.91
28-Jun-2021,34644.45
29-Jun-2021,34456.67
30-Jun-2021,35847.7
01-Jul-2021,35047.36
02-Jul-2021,33536.88
03-Jul-2021,33856.86
04-Jul-2021,34688.98
05-Jul-2021,35309.3
06-Jul-2021,33747.97
07-Jul-2021,34211.01
08-Jul-2021,33839.04
09-Jul-2021,32877.41
10-Jul-2021,33818.52
11-Jul-2021,33515.57
12-Jul-2021,34227.64
13-Jul-2021,33158.25
14-Jul-2021,32686.56
15-Jul-2021,32814.61
16-Jul-2021,31738.59
17-Jul-2021,31421.25
18-Jul-2021,31520.66
19-Jul-2021,31783.49
20-Jul-2021,30815.94
21-Jul-2021,29790.24
22-Jul-2021,32118.06
23-Jul-2021,32297.89
24-Jul-2021,33581.63
25-Jul-2021,34279.34
26-Jul-2021,35365.2
27-Jul-2021,37318.14
28-Jul-2021,39405.95
29-Jul-2021,40002.53
30-Jul-2021,40005.93
31-Jul-2021,42214.15
01-Aug-2021,41659.06
02-Aug-2021,40000.46
03-Aug-2021,39193.94
04-Aug-2021,38138
05-Aug-2021,39750.14
06-Aug-2021,40882
07-Aug-2021,42825.95
08-Aug-2021,44634.13
09-Aug-2021,43816.14
10-Aug-2021,46333.46
11-Aug-2021,45608.37
12-Aug-2021,45611.46
13-Aug-2021,44417.78
14-Aug-2021,47833.98
15-Aug-2021,47112.19
16-Aug-2021,47056.41
17-Aug-2021,45982.55
18-Aug-2021,44648.57
19-Aug-2021,44777.86
20-Aug-2021,46734.65
21-Aug-2021,49327.75
22-Aug-2021,48932.02
23-Aug-2021,49335.68
24-Aug-2021,49523.5
25-Aug-2021,47744.58
26-Aug-2021,48972.09
27-Aug-2021,46962.8
28-Aug-2021,49056.86
29-Aug-2021,48897.65
30-Aug-2021,48806.78
31-Aug-2021,47074.77
01-Sep-2021,47155.87
02-Sep-2021,48862.76
03-Sep-2021,49329.01
04-Sep-2021,50035.33
05-Sep-2021,49947.38
06-Sep-2021,51769.06
07-Sep-2021,52677.4
08-Sep-2021,46809.17
09-Sep-2021,46078.38
10-Sep-2021,46368.69
11-Sep-2021,44847.48
12-Sep-2021,45144.79
13-Sep-2021,46059.12
14-Sep-2021,44968.76
15-Sep-2021,47072.12
16-Sep-2021,48167.85
17-Sep-2021,47785.26
18-Sep-2021,47263.6
19-Sep-2021,48259.45
20-Sep-2021,47249.38
21-Sep-2021,42901.56
22-Sep-2021,40619.27
23-Sep-2021,43604.76
24-Sep-2021,44888.96
25-Sep-2021,42815.56
26-Sep-2021,42742.01
27-Sep-2021,43182.63
28-Sep-2021,42238.2
29-Sep-2021,41011.16
30-Sep-2021,41522.38
01-Oct-2021,43757.81
02-Oct-2021,48140.11
03-Oct-2021,47727.1
04-Oct-2021,48205.72
05-Oct-2021,49143.95
06-Oct-2021,51505.83
07-Oct-2021,55343.76
08-Oct-2021,53801.1
09-Oct-2021,53867.3
10-Oct-2021,55122.59
11-Oct-2021,54625.74
12-Oct-2021,57452.01
13-Oct-2021,56242.94
14-Oct-2021,57406.69
15-Oct-2021,57397.74
16-Oct-2021,61641.17
17-Oct-2021,60948.78
18-Oct-2021,61546.21
19-Oct-2021,61971.59
20-Oct-2021,64287.64
21-Oct-2021,66063.56
22-Oct-2021,62354.86
23-Oct-2021,60697.06
24-Oct-2021,61277.28
25-Oct-2021,60884.18
26-Oct-2021,63070.54
27-Oct-2021,60345.17
28-Oct-2021,58538.49
29-Oct-2021,60587.09
30-Oct-2021,62249.18
31-Oct-2021,61731.29
01-Nov-2021,61373.44
02-Nov-2021,61029.5
03-Nov-2021,63241.11
04-Nov-2021,62954.86
05-Nov-2021,61441.83
06-Nov-2021,61072.32
07-Nov-2021,61516.31
08-Nov-2021,63293.22
09-Nov-2021,67562.17
10-Nov-2021,66954.11
11-Nov-2021,64976.73
12-Nov-2021,64838.81
13-Nov-2021,64254.67
14-Nov-2021,64420.94
15-Nov-2021,65468.75
16-Nov-2021,63584.25
17-Nov-2021,60172.26
18-Nov-2021,60381.35
19-Nov-2021,56921.34
20-Nov-2021,58133.02
21-Nov-2021,59777.98
22-Nov-2021,58755.9
23-Nov-2021,56301.52
24-Nov-2021,57578.22
25-Nov-2021,57187.54
26-Nov-2021,58935.45
27-Nov-2021,53588.21
28-Nov-2021,54801.15
29-Nov-2021,57292.28
30-Nov-2021,57828.45
01-Dec-2021,57025.79
02-Dec-2021,57229.76
03-Dec-2021,56508.48
04-Dec-2021,53713.84
05-Dec-2021,49253.86
06-Dec-2021,49380.43
07-Dec-2021,50564.63
08-Dec-2021,50645.41
09-Dec-2021,50511.12
10-Dec-2021,47659.68
11-Dec-2021,47137.46
12-Dec-2021,49379.67
13-Dec-2021,50117.25
14-Dec-2021,46757.09
15-Dec-2021,48392.79
16-Dec-2021,48884.66
17-Dec-2021,47658.38
18-Dec-2021,46173.51
19-Dec-2021,46863.67
20-Dec-2021,46689.28
21-Dec-2021,46910.13
22-Dec-2021,48934.57
23-Dec-2021,48628.35
24-Dec-2021,50785.69
25-Dec-2021,50814.92
26-Dec-2021,50470.89
27-Dec-2021,50801.11
28-Dec-2021,50692.3
29-Dec-2021,47601.26
30-Dec-2021,46408.87
31-Dec-2021,47132.96
01-Jan-2022,46249.56
02-Jan-2022,47763.33
03-Jan-2022,47327.87
04-Jan-2022,46441.99
05-Jan-2022,45862.98
06-Jan-2022,43436.17
07-Jan-2022,43120.63
08-Jan-2022,41528.04
09-Jan-2022,41690.93
10-Jan-2022,41864.44
11-Jan-2022,41849
12-Jan-2022,42723.37
13-Jan-2022,43926
14-Jan-2022,42546.44
15-Jan-2022,43099.37
16-Jan-2022,43146.53
17-Jan-2022,43102.44
18-Jan-2022,42248.35
19-Jan-2022,42381.48
20-Jan-2022,41707.85
21-Jan-2022,40684.42
22-Jan-2022,36480.85
23-Jan-2022,35071.43
24-Jan-2022,36280.82
25-Jan-2022,36678.82
26-Jan-2022,36948.81
27-Jan-2022,36823.5
28-Jan-2022,37146.85
29-Jan-2022,37770.15
30-Jan-2022,38186.49
31-Jan-2022,37918.62
01-Feb-2022,38521.79
02-Feb-2022,38739.74
03-Feb-2022,36912.68
04-Feb-2022,37092.4
05-Feb-2022,41584.19
06-Feb-2022,41435.43
07-Feb-2022,42450.98
08-Feb-2022,43834.02
09-Feb-2022,44133.28
10-Feb-2022,44397.3
11-Feb-2022,43531.11
12-Feb-2022,42401.27
13-Feb-2022,42245.56
14-Feb-2022,42104.89
15-Feb-2022,42580.94
16-Feb-2022,44536.2
17-Feb-2022,43948.81
18-Feb-2022,40565.69
19-Feb-2022,40014.55
20-Feb-2022,40115.05
21-Feb-2022,38382.32
22-Feb-2022,37031.08
23-Feb-2022,38262.17
24-Feb-2022,37291.48
25-Feb-2022,38344.78
26-Feb-2022,39222.6
27-Feb-2022,39103.91
28-Feb-2022,37704.56
01-Mar-2022,43226.36
02-Mar-2022,44418.83
03-Mar-2022,43934.85
04-Mar-2022,42464.4
05-Mar-2022,39141.25
06-Mar-2022,39399.58
07-Mar-2022,38407.69
08-Mar-2022,38032.5
09-Mar-2022,38753.1
10-Mar-2022,41956.53
11-Mar-2022,39437.89
12-Mar-2022,38741.04
13-Mar-2022,38809.18
14-Mar-2022,37820.39
15-Mar-2022,39680.6
16-Mar-2022,39320.82
17-Mar-2022,41133.08
18-Mar-2022,40946.78
19-Mar-2022,41795.77
20-Mar-2022,42222.32
21-Mar-2022,41250.83
22-Mar-2022,41071.41
23-Mar-2022,42372.67
24-Mar-2022,42905.06
25-Mar-2022,44004.47
26-Mar-2022,44334.33
27-Mar-2022,44542.39
28-Mar-2022,46858.53
29-Mar-2022,47115.93
30-Mar-2022,47448.01
31-Mar-2022,47064.16
01-Apr-2022,45539.22
02-Apr-2022,46282.56
03-Apr-2022,45825.36
04-Apr-2022,46425.52
05-Apr-2022,46611.26
06-Apr-2022,45508.16
07-Apr-2022,43190.18
08-Apr-2022,43464.32
09-Apr-2022,42278.94
10-Apr-2022,42787.69
11-Apr-2022,42144.23
12-Apr-2022,39488.62
13-Apr-2022,40102.2
14-Apr-2022,41148.06
15-Apr-2022,39939.9
16-Apr-2022,40566.2
17-Apr-2022,40388.78
18-Apr-2022,39711.45
19-Apr-2022,40805.72
20-Apr-2022,41507.3
21-Apr-2022,41375.79
22-Apr-2022,40514.01
23-Apr-2022,39727.65
24-Apr-2022,39429.01
25-Apr-2022,39465.57
26-Apr-2022,40472.7
27-Apr-2022,38114.94
28-Apr-2022,39249.28
29-Apr-2022,39770.04
30-Apr-2022,38596.28
01-May-2022,37661.19
02-May-2022,38475.48
03-May-2022,38510.65
04-May-2022,37727.19
05-May-2022,39674.89
06-May-2022,36549.9
07-May-2022,36013.03
08-May-2022,35471.42
09-May-2022,34082.21
10-May-2022,30175.71
11-May-2022,31003.93
12-May-2022,28907.15
13-May-2022,28931.14
14-May-2022,29234.06
15-May-2022,30074.61
16-May-2022,31277.43
17-May-2022,29834.09
18-May-2022,30406.69
19-May-2022,28680.97
20-May-2022,30289.87
21-May-2022,29159.5
22-May-2022,29409.92
23-May-2022,30278.94
24-May-2022,29074.33
25-May-2022,29634.57
26-May-2022,29518.59
27-May-2022,29193.92
28-May-2022,28578.89
29-May-2022,29013.69
30-May-2022,29448.74
31-May-2022,31715.58
01-Jun-2022,31776.27
02-Jun-2022,29780.81
03-Jun-2022,30429.88
04-Jun-2022,29681.76
05-Jun-2022,29845.23
06-Jun-2022,29901.35
07-Jun-2022,31349.82
08-Jun-2022,31117.83
09-Jun-2022,30189.25
10-Jun-2022,30083.46
11-Jun-2022,29059.41
12-Jun-2022,28344.5
13-Jun-2022,26593.3
14-Jun-2022,22431.22
15-Jun-2022,22189.29
16-Jun-2022,22550.79
17-Jun-2022,20350.48
18-Jun-2022,20434.75
19-Jun-2022,18977.51
20-Jun-2022,20540.38
21-Jun-2022,20582.29
22-Jun-2022,20703.51
23-Jun-2022,19953.71
24-Jun-2022,21088.3
25-Jun-2022,21194.68
26-Jun-2022,21481.38
27-Jun-2022,21020.04
28-Jun-2022,20702.23
29-Jun-2022,20256.61
30-Jun-2022,20085.93
01-Jul-2022,19865.7
02-Jul-2022,19226.7
03-Jul-2022,19224.75
04-Jul-2022,19288.97
05-Jul-2022,20208.45
06-Jul-2022,20181.91
07-Jul-2022,20545.61
08-Jul-2022,21633.44
09-Jul-2022,21636.45
10-Jul-2022,21582.6
11-Jul-2022,20834.61
12-Jul-2022,19946.31
13-Jul-2022,19292.99
14-Jul-2022,20223.69
15-Jul-2022,20568.9
16-Jul-2022,20835.61
17-Jul-2022,21197.1
18-Jul-2022,20774.23
19-Jul-2022,22538.08
20-Jul-2022,23403.29
21-Jul-2022,23227.22
22-Jul-2022,23154.09
23-Jul-2022,22687.08
24-Jul-2022,22461.7
25-Jul-2022,22582.4
26-Jul-2022,21300.72
27-Jul-2022,21267.33
28-Jul-2022,22950.29
29-Jul-2022,23856.25
30-Jul-2022,23792
31-Jul-2022,23647.99
01-Aug-2022,23326.49
02-Aug-2022,23298.94
03-Aug-2022,22981.77
04-Aug-2022,22831.85
05-Aug-2022,22608.3
06-Aug-2022,23295.14
07-Aug-2022,22947.19
08-Aug-2022,23174.25
09-Aug-2022,23816.32
10-Aug-2022,23156.31
11-Aug-2022,23959.92
12-Aug-2022,23953.77
13-Aug-2022,24418.38
14-Aug-2022,24447.13
15-Aug-2022,24314.89
16-Aug-2022,24096.19
17-Aug-2022,23876.29
18-Aug-2022,23332.09
19-Aug-2022,23193.99
20-Aug-2022,20843.22
21-Aug-2022,21150.33
22-Aug-2022,21520.51
23-Aug-2022,21402.93
24-Aug-2022,21516.02
25-Aug-2022,21377.51
26-Aug-2022,21597.93
27-Aug-2022,20233.32
28-Aug-2022,20035.59
29-Aug-2022,19550.07
30-Aug-2022,20290.41
31-Aug-2022,19793.02
01-Sep-2022,20047.68
02-Sep-2022,20130.52
03-Sep-2022,19952.91
04-Sep-2022,19834.94
05-Sep-2022,19994.65
06-Sep-2022,19789.87
07-Sep-2022,18806.7
08-Sep-2022,19280.08
09-Sep-2022,19327.53
10-Sep-2022,21387.58
11-Sep-2022,21673.03
12-Sep-2022,21794.52
13-Sep-2022,22392.71
14-Sep-2022,20172.56
15-Sep-2022,20219.55
16-Sep-2022,19694.69
17-Sep-2022,19787.61
18-Sep-2022,20122.71
19-Sep-2022,19415.86
20-Sep-2022,19542.2
21-Sep-2022,18879.96
22-Sep-2022,18507.36
23-Sep-2022,19408.63
24-Sep-2022,19280.58
25-Sep-2022,18931.79
26-Sep-2022,18807.71
27-Sep-2022,19227.26
28-Sep-2022,19104.89
29-Sep-2022,19530.71
30-Sep-2022,19598.86
01-Oct-2022,19427.2
02-Oct-2022,19314.69
03-Oct-2022,19049.72
04-Oct-2022,19632.61
05-Oct-2022,20342.25
06-Oct-2022,20167.79
07-Oct-2022,19956.49
08-Oct-2022,19544.82
09-Oct-2022,19417.73
10-Oct-2022,19441.88
11-Oct-2022,19132.52
12-Oct-2022,19049.64
13-Oct-2022,19156.21
14-Oct-2022,19383.33
15-Oct-2022,19184.71
16-Oct-2022,19063.1
17-Oct-2022,19265.53
18-Oct-2022,19548.97
19-Oct-2022,19330.74
20-Oct-2022,19125.65
21-Oct-2022,19046.83
22-Oct-2022,19171.34
23-Oct-2022,19205.45
24-Oct-2022,19565.91
25-Oct-2022,19338.9
26-Oct-2022,20101.27
27-Oct-2022,20772.36
28-Oct-2022,20288.52
29-Oct-2022,20601.63
30-Oct-2022,20816.16
31-Oct-2022,20628.5
01-Nov-2022,20499.29
02-Nov-2022,20486.26
03-Nov-2022,20153.99
04-Nov-2022,20208.16
05-Nov-2022,21152.93
06-Nov-2022,21292.67
07-Nov-2022,20920.33
08-Nov-2022,20598.44
09-Nov-2022,18540.11
10-Nov-2022,15856.95
11-Nov-2022,17550.23
12-Nov-2022,16990.26
13-Nov-2022,16776.4
14-Nov-2022,16310.3
15-Nov-2022,16587.96
16-Nov-2022,16873.56
17-Nov-2022,16662.24
18-Nov-2022,16682.44
19-Nov-2022,16683.22
20-Nov-2022,16687.8
21-Nov-2022,16260.41
22-Nov-2022,15759.61
23-Nov-2022,16194.75
24-Nov-2022,16606.77
25-Nov-2022,16592.67
26-Nov-2022,16507.44
27-Nov-2022,16453.47
28-Nov-2022,16420.2
29-Nov-2022,16208.96
30-Nov-2022,16432.73
01-Dec-2022,17170.62
02-Dec-2022,16971.57
03-Dec-2022,17091.23
04-Dec-2022,16894.23
05-Dec-2022,17117.57
06-Dec-2022,16967.02
07-Dec-2022,17085.45
08-Dec-2022,16836.05
09-Dec-2022,17234.58
10-Dec-2022,17128.55
11-Dec-2022,17124.99
12-Dec-2022,17098.61
13-Dec-2022,17206.87
14-Dec-2022,17771.03
15-Dec-2022,17802.44
16-Dec-2022,17357.47
17-Dec-2022,16637.6
18-Dec-2022,16783.6
19-Dec-2022,16745.99
20-Dec-2022,16439.89
21-Dec-2022,16904.64
22-Dec-2022,16813.62
23-Dec-2022,16818.68
24-Dec-2022,16779.71
25-Dec-2022,16838.1
26-Dec-2022,16826.86
27-Dec-2022,16915.7
28-Dec-2022,16699
29-Dec-2022,16539.28
30-Dec-2022,16630.49
31-Dec-2022,16599.69
01-Jan-2023,16526.78
02-Jan-2023,16613.71
03-Jan-2023,16671.54
04-Jan-2023,16669.6
05-Jan-2023,16850.63
06-Jan-2023,16826.41
07-Jan-2023,16951.97
08-Jan-2023,16945.2
09-Jan-2023,17108.41
10-Jan-2023,17192.07
11-Jan-2023,17443.68
12-Jan-2023,17934.6
13-Jan-2023,18859.32
14-Jan-2023,19933.36
15-Jan-2023,20955.15
16-Jan-2023,20880.99
17-Jan-2023,21190.49
18-Jan-2023,21145.18
19-Jan-2023,20672.78
20-Jan-2023,21087.76
21-Jan-2023,22693.45
22-Jan-2023,22772.5
23-Jan-2023,22724.23
24-Jan-2023,22924.37
25-Jan-2023,22634.47
26-Jan-2023,23089.74
27-Jan-2023,23008.29
28-Jan-2023,23075.81
29-Jan-2023,23032.23
30-Jan-2023,23755.85
31-Jan-2023,22836.09
01-Feb-2023,23133.91
02-Feb-2023,23722.02
03-Feb-2023,23454.41
04-Feb-2023,23440.09
05-Feb-2023,23328.24
06-Feb-2023,22936.95
07-Feb-2023,22763.74
08-Feb-2023,23254.79
09-Feb-2023,22964.87
10-Feb-2023,21794.05
11-Feb-2023,21638.55
12-Feb-2023,21861.84
13-Feb-2023,21787.25
14-Feb-2023,21787.99
15-Feb-2023,22211.8
16-Feb-2023,24340.73
17-Feb-2023,23544.67
18-Feb-2023,24572.97
19-Feb-2023,24641.94
20-Feb-2023,24290.18
21-Feb-2023,24834.81
22-Feb-2023,24438.1
23-Feb-2023,24185.67
24-Feb-2023,23946.39
25-Feb-2023,23192.02
26-Feb-2023,23176.76
27-Feb-2023,23563.11
28-Feb-2023,23497.62
01-Mar-2023,23128.3
02-Mar-2023,23641.68
03-Mar-2023,23467.36
04-Mar-2023,22351.72
05-Mar-2023,22348.51
06-Mar-2023,22427.56
07-Mar-2023,22410.62
08-Mar-2023,22197.49
09-Mar-2023,21698.33
10-Mar-2023,20363.36
11-Mar-2023,20224.85
12-Mar-2023,20656.78
13-Mar-2023,22205.32
14-Mar-2023,24213.74
15-Mar-2023,24767.46
16-Mar-2023,24376.39
17-Mar-2023,25053.64
18-Mar-2023,27462.77
19-Mar-2023,26975.39
20-Mar-2023,28045.84
21-Mar-2023,27790.89
22-Mar-2023,28191.53
23-Mar-2023,27306.32
24-Mar-2023,28332.42
25-Mar-2023,27496.2
26-Mar-2023,27496.06
27-Mar-2023,27999.84
28-Mar-2023,27141.23
29-Mar-2023,27274.72
30-Mar-2023,28355.92
31-Mar-2023,28033.06
01-Apr-2023,28479.75
02-Apr-2023,28465.04
03-Apr-2023,28185.2
04-Apr-2023,27802.23
05-Apr-2023,28169.5
06-Apr-2023,28180.4
07-Apr-2023,28039.94
08-Apr-2023,27925.55
09-Apr-2023,27956.01
10-Apr-2023,28336.18
11-Apr-2023,29656.24
12-Apr-2023,30234.98
13-Apr-2023,29899.24
14-Apr-2023,30407.6
15-Apr-2023,30486.05
16-Apr-2023,30319.32
17-Apr-2023,30315.39
18-Apr-2023,29447.1
19-Apr-2023,30393.64
20-Apr-2023,28829.57
21-Apr-2023,28243.02
22-Apr-2023,27267.99
23-Apr-2023,27816.18
24-Apr-2023,27590.55
25-Apr-2023,27516.48
26-Apr-2023,28301.71
27-Apr-2023,28429.72
28-Apr-2023,29480.35
29-Apr-2023,29329.63
30-Apr-2023,29244.68
01-May-2023,29264.14
02-May-2023,28086.65
03-May-2023,28678.29
04-May-2023,29007.66
05-May-2023,28851.84
06-May-2023,29535.38
07-May-2023,28903.41
08-May-2023,28456.84
09-May-2023,27691.41
10-May-2023,27640.09
11-May-2023,27617.14
12-May-2023,26993.2
13-May-2023,26803.05
14-May-2023,26785.94
15-May-2023,26926.17
16-May-2023,27191.97
17-May-2023,27036.39
18-May-2023,27398.27
19-May-2023,26833.27
20-May-2023,26889.6
21-May-2023,27124.48
22-May-2023,26756.57
23-May-2023,26849.97
24-May-2023,27223.19
25-May-2023,26327.38
26-May-2023,26477.29
27-May-2023,26719.74
28-May-2023,26873.18
29-May-2023,28082.7
30-May-2023,27744.66
31-May-2023,27704
01-Jun-2023,27213.71
02-Jun-2023,26814.77
03-Jun-2023,27251.93
04-Jun-2023,27073.27
05-Jun-2023,27125.02
06-Jun-2023,25747.2
07-Jun-2023,27243.64
08-Jun-2023,26352.2
09-Jun-2023,26507.33
10-Jun-2023,26483.52
11-Jun-2023,25852.82
12-Jun-2023,25933.06
13-Jun-2023,25904.32
14-Jun-2023,25921.42
15-Jun-2023,25127.04
16-Jun-2023,25575.69
17-Jun-2023,26326.23
18-Jun-2023,26509.82
19-Jun-2023,26337.08
20-Jun-2023,26848.8
21-Jun-2023,28326.8
22-Jun-2023,29992.98
23-Jun-2023,29903.73
24-Jun-2023,30692.8
25-Jun-2023,30548.59
26-Jun-2023,30458.97
27-Jun-2023,30266.7
28-Jun-2023,30699.11
29-Jun-2023,30083.59
30-Jun-2023,30449.16
01-Jul-2023,30471.5
02-Jul-2023,30591.53
03-Jul-2023,30618.25
04-Jul-2023,31150.92
05-Jul-2023,30774.87
06-Jul-2023,30502.55
07-Jul-2023,29918.04
08-Jul-2023,30344.53
09-Jul-2023,30214.55
10-Jul-2023,30214.55
11-Jul-2023,30411.71
12-Jul-2023,30622.7
13-Jul-2023,30391.64
14-Jul-2023,31485.37
15-Jul-2023,30330.22
16-Jul-2023,30291.67
17-Jul-2023,30240.28
18-Jul-2023,30144.2
19-Jul-2023,29859.24
20-Jul-2023,29912.48
21-Jul-2023,29802.29
22-Jul-2023,29907.88
23-Jul-2023,29774.36
24-Jul-2023,30081.88
25-Jul-2023,29178.42
26-Jul-2023,29226.18
27-Jul-2023,29344.56
28-Jul-2023,29213.94
29-Jul-2023,29316.12
30-Jul-2023,29359.89
31-Jul-2023,29274.94
01-Aug-2023,29228.49
02-Aug-2023,29683.61
